zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,lat,lng,created_at
5,costa,Los Ríos,921763,Mocache,43316,191,98,93,-1.183850000000000,-79.50552999999999,16/04/2021
8,costa,Guayas,4387434,Palestina,18451,131,94,37,-1.626300000000000,-79.97700000000000,16/04/2021
7,amazonia,Zamora Chinchipe,120416,El Pangui,10945,270,92,178,-3.624900000000000,-78.58710000000001,16/04/2021
6,sierra,Azuay,881394,Oña,4128,102,90,12,-3.469640000000000,-79.15431000000000,16/04/2021
6,sierra,Azuay,881394,Sevilla de Oro,6890,174,90,84,-2.799833000000000,-78.65569400000000,16/04/2021
5,costa,Los Ríos,921763,Quinsaloma,20428,94,84,10,-1.206200000000000,-79.31450000000000,16/04/2021
8,costa,Guayas,4387434,Alfredo Baquerizo Moreno,32110,67,61,6,-1.916667000000000,-79.51666700000000,16/04/2021
6,amazonia,Morona Santiago,196535,Logroño,7643,49,49,0,-2.624800000000000,-78.18960000000000,16/04/2021
3,sierra,Bolívar,209933,Las Naves,7428,72,48,24,-1.283330000000000,-79.30000000000000,16/04/2021
6,amazonia,Morona Santiago,196535,Huamboya,12382,44,44,0,-1.785000000000000,-78.23194400000000,16/04/2021
4,costa,Manabí,1562079,Junín,18820,42,42,0,-0.9291600000000000,-80.20569000000000,16/04/2021
8,costa,Guayas,4387434,Lomas de Sargentillo,24220,40,40,0,-1.883333000000000,-80.08333300000000,16/04/2021
6,amazonia,Morona Santiago,196535,Palora,7719,30,30,0,-1.700000000000000,-77.94000000000000,16/04/2021
6,sierra,Cañar,281396,El Tambo,12462,22,21,1,-2.508100000000000,-78.92489999999999,16/04/2021
3,sierra,Tungurahua,590600,Tisaleo,14317,23,20,3,-1.350000000000000,-78.66666700000000,16/04/2021
3,sierra,Tungurahua,590600,Mocha,7336,17,10,7,-1.416667000000000,-78.66666700000000,16/04/2021
6,amazonia,Morona Santiago,196535,Tiwintza,11041,6,6,0,-2.917670000000000,-77.80170000000000,16/04/2021
7,sierra,Loja,521154,Pindal,10540,4,3,1,-4.116100000000000,-80.10760000000001,16/04/2021
2,amazonia,Sucumbíos,230503,Putumayo,16106,2,2,0,0.1000000000000000,-75.84999999999999,16/04/2021
7,sierra,Loja,521154,Quilanga,4197,2,2,0,-4.298000000000000,-79.39860000000000,16/04/2021
8,costa,Guayas,4387434,Nobol,26444,67,1,66,-1.916671000000000,-80.01153900000000,16/04/2021
2,amazonia,Sucumbíos,230503,Cascales,15882,458,0,458,-0.06750000000000000,-77.21694400000000,16/04/2021
9,sierra,Pichincha,3228233,Quito,2781641,168900,128850,40050,-0.2186110000000000,-78.50972200000000,17/04/2021
8,costa,Guayas,4387434,Guayaquil,2723665,123301,100173,23128,-2.183333000000000,-79.88333299999999,17/04/2021
6,sierra,Azuay,881394,Cuenca,636996,67483,55352,12131,-2.897414000000000,-79.00448100000000,17/04/2021
7,sierra,Loja,521154,Loja,274112,35026,28699,6327,-3.983333000000000,-79.20000000000000,17/04/2021
3,sierra,Chimborazo,524004,Riobamba,264048,24898,22247,2651,-1.674347000000000,-78.64829400000001,17/04/2021
8,costa,Guayas,4387434,Samborondón,102404,23351,20779,2572,-2.183333000000000,-79.88333299999999,17/04/2021
4,costa,Manabí,1562079,Portoviejo,321800,24449,19912,4537,-1.056181000000000,-80.45521700000000,17/04/2021
9,sierra,Pichincha,3228233,Rumiñahui,115433,18541,17673,868,-0.3345000000000000,-78.44750000000001,17/04/2021
7,costa,El Oro,715751,Machala,289141,21718,17093,4625,-3.266667000000000,-79.96666700000000,17/04/2021
4,costa,Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,19609,16580,3029,-0.2541670000000000,-79.17194400000000,17/04/2021
3,sierra,Tungurahua,590600,Ambato,387309,17783,15589,2194,-1.241667000000000,-78.61972200000000,17/04/2021
4,costa,Manabí,1562079,Manta,264281,12960,11179,1781,-0.9500220000000000,-80.71620000000000,17/04/2021
1,sierra,Imbabura,476257,Ibarra,221149,12872,10835,2037,0.3626780000000000,-78.13066700000000,17/04/2021
3,sierra,Cotopaxi,488716,Latacunga,205624,11146,9660,1486,-0.9333330000000000,-78.61666700000001,17/04/2021
4,costa,Manabí,1562079,Chone,131002,8934,7839,1095,-0.6833330000000000,-80.09999999999999,17/04/2021
8,costa,Guayas,4387434,Milagro,199835,10266,7439,2827,-2.126944000000000,-79.59916699999999,17/04/2021
5,costa,Los Ríos,921763,Babahoyo,175281,8974,7116,1858,-1.800000000000000,-79.53333300000000,17/04/2021
3,sierra,Bolívar,209933,Guaranda,108763,9004,7009,1995,-1.605556000000000,-79.00305600000000,17/04/2021
1,costa,Esmeraldas,591083,Esmeraldas,218727,8351,6547,1804,1.050000000000000,-79.20000000000000,17/04/2021
2,amazonia,Sucumbíos,230503,Lago Agrio,119594,7831,6474,1357,0.08472200000000001,-76.88277800000000,17/04/2021
5,costa,Los Ríos,921763,Quevedo,213842,8055,6386,1669,-1.033333000000000,-79.45000000000000,17/04/2021
1,sierra,Carchi,186869,Tulcán,102395,8339,6246,2093,0.8121800000000000,-77.71633000000000,17/04/2021
6,sierra,Cañar,281396,Azogues,86276,8095,6090,2005,-2.733333000000000,-78.83333300000000,17/04/2021
5,insular,Galápagos,33042,Santa Cruz,20302,8269,5945,2324,-0.6333330000000000,-90.36666700000001,17/04/2021
2,amazonia,Napo,133705,Tena,79182,6868,5148,1720,-0.9890000000000000,-77.81590000000000,17/04/2021
6,amazonia,Morona Santiago,196535,Morona,58281,6053,4629,1424,-2.300000000000000,-78.11666700000001,17/04/2021
2,amazonia,Orellana,161338,Orellana,93778,5828,4387,1441,-0.4666670000000000,-76.96666700000000,17/04/2021
5,insular,Galápagos,33042,San Cristóbal,9667,6114,4378,1736,-0.8000000000000000,-89.40000000000001,17/04/2021
1,sierra,Imbabura,476257,Otavalo,125785,5383,4301,1082,0.2333330000000000,-78.26666700000000,17/04/2021
5,costa,Santa Elena,401178,Santa Elena,188821,5640,4210,1430,-2.226700000000000,-80.85830000000000,17/04/2021
9,sierra,Pichincha,3228233,Cayambe,107660,5288,3963,1325,0.04388900000000000,-78.15610000000000,17/04/2021
7,costa,El Oro,715751,Santa Rosa,82171,4580,3954,626,-3.452222000000000,-79.96166700000001,17/04/2021
4,costa,Sto. Domingo Tsáchilas,511151,La Concordia,52571,3663,3222,441,0.002300000000000000,-79.38460000000001,17/04/2021
4,costa,Manabí,1562079,Jaramijó,28439,3478,3151,327,-0.9487300000000000,-80.63630000000001,17/04/2021
8,costa,Guayas,4387434,Daule,173684,3442,2938,504,-1.866667000000000,-79.98333300000000,17/04/2021
2,amazonia,Pastaza,114202,Pastaza,84377,3190,2878,312,-1.066667000000000,-78.00111099999999,17/04/2021
8,costa,Guayas,4387434,Durán,315724,3679,2812,867,-2.166667000000000,-79.83333300000000,17/04/2021
1,sierra,Imbabura,476257,Cotacachi,44203,3127,2633,494,0.3000000000000000,-78.26666700000000,17/04/2021
2,amazonia,Sucumbíos,230503,Shushufindi,57949,3617,2612,1005,-0.1871000000000000,-76.64500000000000,17/04/2021
1,costa,Esmeraldas,591083,Quinindé,145879,3119,2482,637,0.3300000000000000,-79.48000000000000,17/04/2021
5,costa,Santa Elena,401178,La Libertad,117767,2637,2420,217,-2.233333000000000,-80.90000000000001,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Zamora,32761,2833,2402,431,-4.120000000000000,-78.80000000000000,17/04/2021
7,costa,El Oro,715751,Pasaje,87723,2731,2236,495,-3.326900000000000,-79.80490000000000,17/04/2021
5,costa,Los Ríos,921763,Vinces,82329,2728,2182,546,-1.558333000000000,-79.75000000000000,17/04/2021
1,sierra,Imbabura,476257,Antonio Ante,54311,2434,2142,292,0.3200000000000000,-78.20999999999999,17/04/2021
7,costa,El Oro,715751,Portovelo,14028,2611,2103,508,-3.720000000000000,-79.62000000000000,17/04/2021
6,sierra,Cañar,281396,Cañar,68747,2853,2071,782,-2.483700000000000,-78.97839999999999,17/04/2021
7,costa,El Oro,715751,Piñas,30206,2541,1910,631,-3.666667000000000,-79.65000000000001,17/04/2021
3,sierra,Chimborazo,524004,Guano,48395,2267,1893,374,-1.583333000000000,-78.63333299999999,17/04/2021
3,sierra,Chimborazo,524004,Colta,44838,2420,1880,540,-1.700000000000000,-78.75000000000000,17/04/2021
1,costa,Esmeraldas,591083,San Lorenzo,62772,2370,1880,490,1.265800000000000,-78.84139999999999,17/04/2021
4,costa,Manabí,1562079,Sucre,62443,2475,1847,628,-0.6000000000000000,-80.41666700000000,17/04/2021
7,costa,El Oro,715751,Arenillas,33473,2192,1844,348,-3.550000000000000,-80.06000000000000,17/04/2021
3,sierra,Tungurahua,590600,Pelileo,66836,2293,1842,451,-1.327500000000000,-78.54083300000001,17/04/2021
7,costa,El Oro,715751,Huaquillas,60440,2200,1800,400,-3.481380000000000,-80.24320700000000,17/04/2021
3,sierra,Cotopaxi,488716,Pujilí,79772,2577,1771,806,-0.9500000000000000,-78.69000000000000,17/04/2021
4,costa,Manabí,1562079,Jipijapa,74645,2306,1737,569,-1.333330000000000,-80.58329999999999,17/04/2021
9,sierra,Pichincha,3228233,Mejía,108167,1997,1701,296,-0.5101000000000000,-78.56980000000000,17/04/2021
7,sierra,Loja,521154,Macará,20269,2160,1693,467,-4.383333000000000,-79.95000000000000,17/04/2021
8,costa,Guayas,4387434,Salitre,65765,1858,1687,171,-1.829444000000000,-79.81555600000000,17/04/2021
3,sierra,Chimborazo,524004,Alausí,45054,2344,1675,669,-2.200000000000000,-78.84999999999999,17/04/2021
4,costa,Manabí,1562079,Santa Ana,48152,1849,1590,259,-1.206900000000000,-80.37090000000001,17/04/2021
5,insular,Galápagos,33042,Isabela,3073,2269,1584,685,-0.4724000000000000,-90.68110000000000,17/04/2021
3,sierra,Chimborazo,524004,Guamote,58291,1809,1582,227,-1.933333000000000,-78.71666700000000,17/04/2021
1,sierra,Carchi,186869,Montúfar,34229,2191,1577,614,0.6100000000000000,-77.84000000000000,17/04/2021
7,sierra,Loja,521154,Saraguro,33506,2058,1531,527,-3.625300000000000,-79.24110000000000,17/04/2021
5,costa,Los Ríos,921763,Valencia,54637,2014,1485,529,-0.9525000000000000,-79.35310000000000,17/04/2021
1,costa,Esmeraldas,591083,Atacames,55495,1925,1448,477,0.8666670000000000,-79.83333300000000,17/04/2021
1,costa,Esmeraldas,591083,Eloy Alfaro,45629,1932,1428,504,1.250000000000000,-79,17/04/2021
7,costa,El Oro,715751,El Guabo,63645,1967,1427,540,-3.238800000000000,-79.82920000000000,17/04/2021
7,costa,El Oro,715751,Zaruma,25654,1656,1426,230,-3.433333000000000,-79.59999999999999,17/04/2021
2,amazonia,Napo,133705,Quijos,6847,1587,1403,184,-0.4636110000000000,-77.89277800000001,17/04/2021
8,costa,Guayas,4387434,San Jacinto De Yaguachi,78204,1588,1397,191,-2.120000000000000,-79.69000000000000,17/04/2021
4,costa,Manabí,1562079,Veinticuatro de Mayo,28514,1403,1337,66,-1.278889000000000,-80.42000000000000,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Yantzaza,26447,1641,1320,321,-3.850000000000000,-78.75000000000000,17/04/2021
4,costa,Manabí,1562079,Bolívar,45493,1608,1297,311,-0.8419440000000000,-80.16194400000001,17/04/2021
7,sierra,Loja,521154,Paltas,23471,1690,1277,413,-4.050000000000000,-79.65000000000001,17/04/2021
6,sierra,Azuay,881394,Gualaceo,49104,1429,1250,179,-2.900000000000000,-78.78333300000000,17/04/2021
6,sierra,Cañar,281396,La Troncal,76872,1788,1249,539,-2.400000000000000,-79.33000000000000,17/04/2021
4,costa,Manabí,1562079,Montecristi,107785,1333,1249,84,-1.033330000000000,-80.65000000000001,17/04/2021
3,sierra,Chimborazo,524004,Penipe,6955,1374,1249,125,-1.557300000000000,-78.53959999999999,17/04/2021
6,sierra,Azuay,881394,Santa Isabel,20935,1490,1217,273,-3.274170000000000,-79.31560000000000,17/04/2021
7,sierra,Loja,521154,Espíndola,14209,1463,1204,259,-4.583056000000000,-79.42694400000001,17/04/2021
7,sierra,Loja,521154,Calvas,29565,1386,1198,188,-4.320000000000000,-79.56000000000000,17/04/2021
1,sierra,Imbabura,476257,San Miguel de Urcuquí,17540,1348,1152,196,0.5200000000000000,-78.20000000000000,17/04/2021
4,costa,Manabí,1562079,El Carmen,111344,1305,1094,211,-1.314700000000000,-80.01690000000001,17/04/2021
3,sierra,Tungurahua,590600,Baños,25043,1574,1086,488,-1.396389000000000,-78.42472200000000,17/04/2021
7,costa,El Oro,715751,Atahualpa,6436,1376,1079,297,-2.900000000000000,-78.93333300000000,17/04/2021
5,costa,Los Ríos,921763,Buena Fe,83654,1367,1063,304,-0.8985720000000000,-79.48891600000000,17/04/2021
7,sierra,Loja,521154,Gonzanamá,10953,1227,1054,173,-4.231389000000000,-79.43527800000000,17/04/2021
7,sierra,Loja,521154,Catamayo,35961,1428,1032,396,-3.980000000000000,-79.34999999999999,17/04/2021
6,sierra,Azuay,881394,Paute,29214,1316,1031,285,-2.781800000000000,-78.76000000000001,17/04/2021
9,sierra,Pichincha,3228233,Puerto Quito,24911,1232,1025,207,0.1170000000000000,-79.26400000000000,17/04/2021
7,sierra,Loja,521154,Zapotillo,14325,1126,1002,124,-4.386360000000000,-80.24360000000000,17/04/2021
8,costa,Guayas,4387434,Naranjal,95052,1381,993,388,-2.672800000000000,-79.61499999999999,17/04/2021
1,costa,Esmeraldas,591083,Rioverde,31475,1218,980,238,1.060200000000000,-79.40440000000000,17/04/2021
4,costa,Manabí,1562079,Rocafuerte,37312,1211,974,237,-0.9200000000000000,-80.45999999999999,17/04/2021
7,costa,El Oro,715751,Las Lajas,4963,1147,973,174,-3.785000000000000,-80.06166700000000,17/04/2021
4,costa,Manabí,1562079,Paján,37093,1078,942,136,-1.570000000000000,-80.42000000000000,17/04/2021
3,sierra,Cotopaxi,488716,Pangua,24612,1125,927,198,-1.133333000000000,-79.06666700000000,17/04/2021
1,sierra,Carchi,186869,Espejo,13817,1379,914,465,0.6210000000000000,-77.94000000000000,17/04/2021
5,costa,Los Ríos,921763,Montalvo,28720,1290,892,398,-1.793800000000000,-79.28570000000001,17/04/2021
3,sierra,Bolívar,209933,San Miguel,29004,951,884,67,-1.700000000000000,-79.03333300000000,17/04/2021
5,costa,Los Ríos,921763,Baba,43429,1247,851,396,-1.784167000000000,-79.67666699999999,17/04/2021
3,sierra,Cotopaxi,488716,Salcedo,67100,1228,838,390,-1.050000000000000,-78.58333300000000,17/04/2021
9,sierra,Pichincha,3228233,Pedro Vicente Maldonado,17171,989,824,165,0.1666670000000000,-79,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Chinchipe,10679,816,816,0,-4.862800000000000,-79.13280000000000,17/04/2021
5,costa,Santa Elena,401178,Salinas,94590,1365,813,552,-2.216667000000000,-80.95000000000000,17/04/2021
7,costa,El Oro,715751,Balsas,9233,807,797,10,-3.762600000000000,-79.82530000000000,17/04/2021
6,amazonia,Morona Santiago,196535,Gualaquiza,19555,1046,794,252,-3.380000000000000,-78.58000000000000,17/04/2021
3,sierra,Tungurahua,590600,Píllaro,43371,1176,782,394,-1.175833000000000,-78.55527800000000,17/04/2021
5,costa,Los Ríos,921763,Ventanas,75146,969,768,201,-1.450000000000000,-79.47000000000000,17/04/2021
2,amazonia,Napo,133705,El Chaco,10142,820,741,79,-0.3402780000000000,-77.80888899999999,17/04/2021
3,sierra,Chimborazo,524004,Pallatanga,12277,869,721,148,-1.983333000000000,-78.95000000000000,17/04/2021
6,sierra,Azuay,881394,Sígsig,30509,815,706,109,-3.089700000000000,-78.80320000000000,17/04/2021
3,sierra,Chimborazo,524004,Chunchi,12795,912,692,220,-2.283333000000000,-78.91666700000000,17/04/2021
9,sierra,Pichincha,3228233,Pedro Moncayo,43281,870,692,178,0.04369700000000000,-78.34923999999999,17/04/2021
8,costa,Guayas,4387434,Santa Lucía,45004,821,684,137,-1.713889000000000,-79.98500000000000,17/04/2021
9,sierra,Pichincha,3228233,San Miguel de Los Bancos,29969,717,657,60,0.02300000000000000,-78.89200000000000,17/04/2021
3,sierra,Tungurahua,590600,Patate,15825,877,655,222,-1.316667000000000,-78.51666700000000,17/04/2021
5,costa,Los Ríos,921763,Urdaneta,32618,695,635,60,-1.570556000000000,-79.47111099999999,17/04/2021
3,sierra,Tungurahua,590600,Quero,20627,850,598,252,-1.379300000000000,-78.60700000000000,17/04/2021
4,costa,Manabí,1562079,Tosagua,42297,584,584,0,-0.7800000000000000,-80.26000000000001,17/04/2021
3,sierra,Bolívar,209933,Echeandía,14081,629,581,48,-1.433330000000000,-79.26667000000000,17/04/2021
4,costa,Manabí,1562079,Junín,18820,581,581,0,-0.9291600000000000,-80.20569000000000,17/04/2021
7,sierra,Loja,521154,Quilanga,4197,566,566,0,-4.298000000000000,-79.39860000000000,17/04/2021
4,costa,Manabí,1562079,Pedernales,63441,601,558,43,0.07010000000000000,-80.05360000000000,17/04/2021
7,sierra,Loja,521154,Puyango,15925,894,550,344,-3.870000000000000,-80.09000000000000,17/04/2021
7,sierra,Loja,521154,Pindal,10540,536,535,1,-4.116100000000000,-80.10760000000001,17/04/2021
3,sierra,Chimborazo,524004,Chambo,13378,595,533,62,-1.733333000000000,-78.58333300000000,17/04/2021
7,costa,El Oro,715751,Marcabelí,6259,653,532,121,-3.786000000000000,-79.89780000000000,17/04/2021
8,costa,Guayas,4387434,Empalme,86073,750,528,222,-1.046111000000000,-79.63361100000000,17/04/2021
3,sierra,Chimborazo,524004,Cumandá,17973,665,512,153,-2.200000000000000,-79.13333299999999,17/04/2021
2,amazonia,Pastaza,114202,Mera,17547,801,512,289,-1.460000000000000,-78.09000000000000,17/04/2021
6,amazonia,Morona Santiago,196535,Taisha,26773,699,510,189,-2.339950000000000,-77.45808000000000,17/04/2021
2,amazonia,Napo,133705,Archidona,33068,614,507,107,-0.9166670000000000,-77.78333300000000,17/04/2021
3,sierra,Bolívar,209933,Chillanes,16850,565,506,59,-1.933333000000000,-79.06666700000000,17/04/2021
6,sierra,Azuay,881394,Camilo Ponce Enríquez,36423,681,505,176,-3.050000000000000,-79.73333300000000,17/04/2021
7,sierra,Loja,521154,Chaguarpamba,6620,504,504,0,-3.850000000000000,-79.65000000000001,17/04/2021
7,costa,El Oro,715751,Chilla,2379,575,495,80,-3.450000000000000,-79.58000000000000,17/04/2021
7,sierra,Loja,521154,Celica,16160,487,487,0,-4.102500000000000,-79.95444400000000,17/04/2021
4,costa,Manabí,1562079,Flavio Alfaro,23822,486,483,3,-0.4054000000000000,-79.90580000000000,17/04/2021
2,amazonia,Sucumbíos,230503,Gonzalo Pizarro,10007,641,480,161,0.04700000000000000,-77.32280000000000,17/04/2021
8,costa,Guayas,4387434,Pedro Carbo,51802,601,478,123,-1.833333000000000,-80.23333300000000,17/04/2021
6,sierra,Azuay,881394,Chordeleg,15176,714,475,239,-2.933333000000000,-78.76666700000000,17/04/2021
1,sierra,Imbabura,476257,Pimampiro,13269,535,474,61,0.4000000000000000,-77.97000000000000,17/04/2021
8,costa,Guayas,4387434,Playas,59628,618,470,148,-2.623330000000000,-80.38750000000000,17/04/2021
6,amazonia,Morona Santiago,196535,Sucúa,23823,603,458,145,-2.460000000000000,-78.17000000000000,17/04/2021
6,sierra,Azuay,881394,Girón,13037,575,451,124,-3.159028000000000,-79.14756800000001,17/04/2021
4,costa,Manabí,1562079,Pichincha,29599,530,438,92,-1.047300000000000,-79.81860000000000,17/04/2021
2,amazonia,Orellana,161338,Aguarico,3629,537,434,103,-0.9211110000000000,-75.39916700000001,17/04/2021
8,costa,Guayas,4387434,Simón Bolivar,32224,583,433,150,-2.156667000000000,-79.88750000000000,17/04/2021
6,amazonia,Morona Santiago,196535,Santiago,11087,607,425,182,-3.429800000000000,-78.56560000000000,17/04/2021
8,costa,Guayas,4387434,El Triunfo,59636,590,411,179,-2.330000000000000,-79.40000000000001,17/04/2021
1,sierra,Carchi,186869,Mira,11969,575,402,173,0.5538999999999999,-78.04930000000000,17/04/2021
8,costa,Guayas,4387434,Coronel Marcelino Maridueña,13132,505,397,108,-2.200000000000000,-79.42000000000000,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Yacuambi,7121,817,390,427,-3.634440000000000,-78.92810000000000,17/04/2021
4,costa,Manabí,1562079,Jama,26116,503,374,129,-0.2014000000000000,-80.26590000000000,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Paquisha,5992,367,367,0,-3.932750000000000,-78.67426000000000,17/04/2021
8,costa,Guayas,4387434,Balzar,60260,517,362,155,-1.360000000000000,-79.90000000000001,17/04/2021
7,amazonia,Zamora Chinchipe,120416,Centinela del Cóndor,8313,337,337,0,-3.894910000000000,-78.78140999999999,17/04/2021
7,amazonia,Zamora Chinchipe,120416,El Pangui,10945,515,337,178,-3.624900000000000,-78.58710000000001,17/04/2021
3,sierra,Tungurahua,590600,Cevallos,9936,485,335,150,-1.350000000000000,-78.61666700000001,17/04/2021
8,costa,Guayas,4387434,Isidro Ayora,14582,420,324,96,-1.883333000000000,-80.16666700000000,17/04/2021
3,sierra,Cotopaxi,488716,La Maná,56905,347,317,30,-0.9300000000000000,-79.22000000000000,17/04/2021
5,costa,Los Ríos,921763,Puebloviejo,44725,408,309,99,-1.550000000000000,-79.53388900000000,17/04/2021
6,sierra,Azuay,881394,Pucará,10584,499,301,198,-3.233780000000000,-79.46120000000001,17/04/2021
3,sierra,Bolívar,209933,Chimbo,17378,353,289,64,-1.700000000000000,-79.01666700000000,17/04/2021
5,costa,Los Ríos,921763,Palenque,23638,342,288,54,-1.432800000000000,-79.74950000000000,17/04/2021
8,costa,Guayas,4387434,Naranjito,43862,399,284,115,-2.173000000000000,-79.46710000000000,17/04/2021
2,amazonia,Sucumbíos,230503,Cuyabeno,7154,280,280,0,-0.1288890000000000,-76.41388900000000,17/04/2021
