provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53
Bolívar,209933,Chillanes,16850,-1.933333000000000,-79.06666700000000,1,2,1,2,1,3,4,1,4,2,1,2,1,3,1,2,2,0,2,2,1,2,2,5,1,1,0,3,0,1,2,2,1,4,2,1,3,1,2,3,1,0,1,1,0,2,0,0,4,3,1,2,3
Bolívar,209933,Chimbo,17378,-1.700000000000000,-79.01666700000000,1,2,3,0,0,1,1,3,1,0,1,2,2,0,2,7,3,0,1,3,2,2,1,3,0,0,1,1,0,1,0,3,1,0,1,2,2,3,1,3,2,0,1,1,1,1,1,0,1,2,1,4,0
Bolívar,209933,Echeandía,14081,-1.433330000000000,-79.26667000000000,2,0,0,1,0,3,1,0,1,1,0,1,1,1,3,1,1,1,1,2,0,2,2,5,3,0,1,1,1,1,4,3,3,1,1,2,2,0,0,2,0,2,0,0,2,0,2,1,0,1,0,1,2
Bolívar,209933,Guaranda,108763,-1.605556000000000,-79.00305600000000,4,5,11,6,12,11,9,6,14,7,3,10,13,16,18,10,11,14,12,14,12,14,13,16,13,12,14,14,15,23,13,25,8,12,10,11,10,8,6,6,9,8,10,9,14,8,11,12,11,12,9,14,9
Bolívar,209933,Las Naves,7428,-1.283330000000000,-79.30000000000000,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,2
Bolívar,209933,San Miguel,29004,-1.700000000000000,-79.03333300000000,2,3,2,3,2,1,3,5,3,3,0,3,0,6,3,2,4,3,5,5,5,3,4,5,1,2,2,2,6,5,4,6,5,4,0,2,2,6,4,3,4,2,5,1,3,1,3,2,4,3,3,2,3
Carchi,186869,Bolivar,15528,0.5070990000000000,-77.86245400000000,1,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2,1,1,1,0,3,2,0,5,1,2,3,3,0,2,3,1,1,2,1,2,1,1,2,2,1,1,0,1,1,0,2,0,3,3,1,1,2
Carchi,186869,Espejo,13817,0.6210000000000000,-77.94000000000000,0,2,2,0,1,1,0,0,2,2,0,0,2,1,1,1,0,1,1,2,1,3,1,0,1,4,3,1,2,2,3,0,3,1,2,0,0,2,3,2,2,0,2,2,3,0,1,1,2,0,2,3,3
Carchi,186869,Mira,11969,0.5538999999999999,-78.04930000000000,2,0,3,1,0,2,1,2,0,1,1,2,0,0,2,1,1,1,2,0,2,1,1,1,0,1,1,1,3,2,1,2,4,2,2,2,1,3,1,1,2,1,1,1,2,4,0,0,0,0,1,2,0
Carchi,186869,Montúfar,34229,0.6100000000000000,-77.84000000000000,2,0,5,4,0,3,3,2,3,4,3,1,1,1,3,3,2,1,1,5,1,1,4,6,3,1,2,4,5,4,5,2,1,2,3,7,8,1,1,3,3,0,2,1,1,3,4,1,3,5,6,3,3
Carchi,186869,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,1,1,0,2,0,1,1,0
Carchi,186869,Tulcán,102395,0.8121800000000000,-77.71633000000000,1,11,7,4,9,8,18,5,7,12,7,6,4,12,6,6,9,7,3,16,8,8,7,10,9,8,7,14,16,20,14,25,23,24,20,19,20,28,6,9,17,10,11,10,7,9,5,11,10,12,14,13,18
Cañar,281396,Azogues,86276,-2.733333000000000,-78.83333300000000,14,12,9,9,8,5,10,12,8,4,3,8,10,11,16,15,15,8,12,12,10,13,11,7,7,10,12,23,24,21,21,21,30,19,19,18,13,11,22,11,13,12,15,14,16,6,12,15,17,16,13,12,15
Cañar,281396,Biblían,23741,-2.710000000000000,-78.88000000000000,3,3,1,2,2,0,1,1,3,0,0,1,5,3,4,0,1,3,1,1,1,2,3,4,3,4,0,4,1,2,2,0,5,2,1,0,1,3,4,3,4,5,7,4,1,1,4,1,2,0,3,2,2
Cañar,281396,Cañar,68747,-2.483700000000000,-78.97839999999999,2,5,6,3,8,3,3,4,5,3,10,8,8,2,4,9,3,1,4,3,1,5,3,5,6,5,8,2,4,3,3,8,7,4,7,6,13,6,6,12,8,7,6,9,6,7,6,5,4,8,3,6,2
Cañar,281396,Déleg,6782,-2.772600000000000,-78.91830000000000,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1
Cañar,281396,El Tambo,12462,-2.508100000000000,-78.92489999999999,0,1,0,0,0,1,0,2,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,2,3,2,1,2,1,1,2,1,0,0,2,0,0,0,0,2,1,1,2,1,0,0,1,0,0,0,1,2
Cañar,281396,La Troncal,76872,-2.400000000000000,-79.33000000000000,8,5,2,3,5,3,3,4,4,4,3,2,14,25,27,16,18,4,10,5,7,1,2,4,4,3,3,8,6,5,5,8,7,11,7,6,7,6,1,5,5,8,2,2,5,3,7,6,3,3,4,2,5
Cañar,281396,Suscal,6516,-2.436400000000000,-79.05220000000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,2,0,1,0
Chimborazo,524004,Alausí,45054,-2.200000000000000,-78.84999999999999,2,3,3,1,2,5,0,0,3,6,2,1,1,6,5,7,9,1,5,5,6,7,3,6,5,6,9,5,8,6,4,3,1,4,3,2,2,8,7,3,3,6,7,8,3,2,4,6,6,1,5,0,4
Chimborazo,524004,Chambo,13378,-1.733333000000000,-78.58333300000000,1,2,1,0,0,1,1,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,2,2,3,1,2,1,0,1,4,1,4,0,2,1,3,1,4,3,2,0,0,0,1,0,2
Chimborazo,524004,Chunchi,12795,-2.283333000000000,-78.91666700000000,1,2,1,1,1,0,1,1,0,1,0,1,1,2,2,0,0,0,2,3,1,1,3,0,1,0,2,0,0,1,2,3,3,0,2,1,0,0,0,5,1,0,0,1,0,3,2,1,1,1,0,1,0
Chimborazo,524004,Colta,44838,-1.700000000000000,-78.75000000000000,2,7,2,4,4,2,1,3,5,4,5,5,3,10,19,10,6,9,8,7,5,7,7,5,7,3,9,5,7,7,7,10,5,10,8,5,4,6,10,3,6,5,5,7,5,6,5,3,8,2,7,4,4
Chimborazo,524004,Cumandá,17973,-2.200000000000000,-79.13333299999999,0,0,0,1,0,5,0,0,2,3,1,1,0,2,0,1,3,2,1,2,2,5,0,0,1,1,1,2,1,1,1,1,3,1,2,1,1,2,1,0,0,1,1,1,0,2,1,2,1,0,1,0,0
Chimborazo,524004,Guamote,58291,-1.933333000000000,-78.71666700000000,2,3,5,4,3,3,1,2,2,4,6,1,4,4,2,9,7,6,4,8,9,6,7,8,5,5,2,5,6,9,5,4,7,4,8,4,3,1,1,4,4,4,3,2,3,3,2,9,4,2,4,6,5
Chimborazo,524004,Guano,48395,-1.583333000000000,-78.63333299999999,3,5,2,7,4,2,4,3,1,0,4,0,5,1,3,6,7,7,1,4,0,6,5,5,4,3,4,8,8,7,8,5,6,4,6,5,7,2,2,4,3,1,4,2,2,3,1,5,2,2,6,6,3
Chimborazo,524004,Pallatanga,12277,-1.983333000000000,-78.95000000000000,0,2,1,0,0,1,0,2,3,0,1,1,4,1,2,2,1,1,0,1,1,1,2,2,1,1,1,2,0,1,0,4,0,2,1,1,0,1,0,1,1,1,0,1,1,2,1,2,1,0,1,0,1
Chimborazo,524004,Penipe,6955,-1.557300000000000,-78.53959999999999,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,2,1,1,1,0,1,1,3,5,6,2,1,1,1,0,1,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Chimborazo,524004,Riobamba,264048,-1.674347000000000,-78.64829400000001,30,32,28,31,25,31,32,33,30,32,36,22,35,60,66,35,48,49,46,39,37,35,46,48,44,47,43,68,86,68,74,58,49,56,40,39,50,36,31,31,41,29,31,35,23,40,32,29,35,34,29,30,40
Cotopaxi,488716,La Maná,56905,-0.9300000000000000,-79.22000000000000,2,3,6,2,1,3,4,2,4,3,3,5,5,4,3,7,5,4,7,5,5,4,4,6,4,5,4,5,2,5,5,3,5,1,5,4,3,6,4,3,3,2,2,2,3,3,3,3,1,3,4,3,3
Cotopaxi,488716,Latacunga,205624,-0.9333330000000000,-78.61666700000001,15,18,21,15,18,22,17,11,32,19,23,15,17,21,20,19,15,24,16,18,30,30,42,54,46,38,48,45,42,42,36,28,44,45,36,39,22,31,24,23,20,20,25,32,26,25,34,32,34,22,27,24,35
Cotopaxi,488716,Pangua,24612,-1.133333000000000,-79.06666700000000,1,0,1,2,1,2,1,0,2,0,2,2,1,2,2,2,0,2,0,3,0,2,1,3,2,2,2,1,1,1,3,1,4,1,3,6,0,2,3,2,2,3,1,3,4,1,0,1,4,3,1,0,0
Cotopaxi,488716,Pujilí,79772,-0.9500000000000000,-78.69000000000000,2,4,5,2,3,5,9,9,2,6,7,3,4,3,9,7,5,12,8,5,6,2,9,11,6,5,6,8,5,9,7,4,9,6,6,5,6,8,11,6,6,4,4,4,4,9,4,6,2,4,7,5,5
Cotopaxi,488716,Salcedo,67100,-1.050000000000000,-78.58333300000000,2,3,3,2,7,6,0,5,2,5,4,3,2,1,2,7,8,8,6,4,4,6,4,6,5,7,5,8,10,8,7,3,9,4,3,2,4,3,5,8,5,9,6,3,11,3,6,5,10,6,12,6,7
Cotopaxi,488716,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,0,0,4,1,1,4,2,0,3,0,4,2,2,2,4,1,2,7,1,2,1,1,2,3,2,4,4,2,0,3,2,3,1,0,1,3,2,4,1,5,2,4,1,1,0,2,1,2,2,1,0,6,2
Cotopaxi,488716,Sigchos,23277,-0.7000000000000000,-78.88333299999999,0,1,1,3,3,2,4,3,1,1,3,2,1,2,0,1,2,1,3,3,1,3,0,3,3,3,4,2,3,4,4,2,1,1,0,6,3,2,1,1,3,1,0,1,3,2,0,2,1,2,3,1,0
El Oro,715751,Arenillas,33473,-3.550000000000000,-80.06000000000000,2,1,3,3,0,2,4,3,1,1,3,1,4,4,2,2,1,2,8,1,2,8,2,2,1,3,1,4,0,2,0,3,2,3,3,3,2,3,0,4,5,3,2,1,2,3,1,3,3,0,0,1,2
El Oro,715751,Atahualpa,6436,-2.900000000000000,-78.93333300000000,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
El Oro,715751,Balsas,9233,-3.762600000000000,-79.82530000000000,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,1,1,1,0
El Oro,715751,Chilla,2379,-3.450000000000000,-79.58000000000000,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Oro,715751,El Guabo,63645,-3.238800000000000,-79.82920000000000,4,6,2,4,1,2,4,2,6,2,3,5,5,7,8,10,13,17,13,23,14,9,13,7,14,6,7,0,5,9,13,4,9,3,4,6,6,5,2,2,4,2,5,4,2,3,7,2,6,3,3,1,1
El Oro,715751,Huaquillas,60440,-3.481380000000000,-80.24320700000000,3,2,6,3,6,2,2,5,2,2,2,5,4,8,13,8,13,6,7,7,3,6,4,8,7,4,5,4,4,5,7,8,6,5,5,6,13,6,10,7,9,6,8,6,7,1,9,2,5,3,5,4,5
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,24,45,29,35,27,39,31,26,33,35,38,28,37,92,95,105,118,98,115,108,79,81,72,73,55,52,53,49,64,64,56,63,34,46,44,50,50,53,56,43,44,36,34,42,46,45,43,36,45,34,49,36,45
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,2,0,0,1,0,0,2,1,0,0,0,0,0
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,4,7,6,11,7,1,3,3,9,8,6,5,7,17,6,16,22,28,24,19,15,22,13,12,16,7,10,4,13,15,6,11,10,13,4,9,9,17,7,6,7,7,10,3,4,17,3,11,3,7,4,7,7
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,5,3,6,6,2,8,3,0,5,3,4,5,6,9,5,4,1,4,4,2,3,3,5,4,9,4,6,3,1,4,4,4,6,1,3,7,5,5,0,2,4,2,8,0,3,4,5,0,4,6,3,6,4
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,3,1,0,2,2,2,1,1,0,1,1,1,3,0,2,1,1,1,1,1,1,0,1,2,2,3,1,0,2,3,2,3,0,1,1,2,3,2,0,2,2,2,1,1,2,0,1,0,1,0,0,0,2
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,3,6,4,5,10,3,2,7,6,8,6,4,13,10,14,14,11,11,22,17,10,9,10,6,7,5,4,6,7,7,9,11,6,5,7,8,6,10,13,9,8,4,3,3,4,6,8,5,2,6,7,4,9
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,3,1,2,1,1,3,2,1,2,3,1,1,4,2,0,1,3,2,2,2,1,2,1,1,3,3,2,4,3,3,3,5,6,6,1,7,3,3,3,2,3,3,2,3,2,1,4,2,0,3,1,2,2
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,0,2,1,1,2,3,2,7,2,1,1,2,0,0,2,1,0,3,3,0,5,5,6,4,4,2,4,2,2,3,2,2,3,2,3,1,2,2,0,2,2,2,3,1,0,1,2,2,3,1,1,3,0
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,2,1,1,3,1,0,2,1,0,2,0,1,1,0,0,1,1,3,5,3,2,0,2,2,1,2,1,1,0,0,6,3,1,2,1,0,5,0,0,0,1,1,0,2,0,0,3,1,0,0,1,2,0
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,20,20,16,11,19,26,22,21,19,14,28,21,15,29,33,30,49,40,61,55,54,55,55,49,33,42,34,28,39,33,20,21,17,20,26,19,19,28,19,20,20,14,16,21,16,14,16,12,22,13,17,17,14
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,0,0,1,1,1,3,0,2,0,2,1,0,1,0,0,0,1,1,1,2,1,4,1,3,2,2,4,1,3,2,1,1,1,0,1,1,2,0,0,0,2,0,2,3,0,1,1,1,1,0,3,0,1
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,8,7,0,8,5,6,10,5,4,4,5,4,3,6,6,5,8,7,3,12,8,5,14,10,10,13,6,7,9,15,10,12,8,3,7,7,4,4,4,4,4,10,5,5,9,12,5,7,6,6,9,4,10
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,1,2,2,0,0,1,2,2,1,1,0,0,0,2,0,1,0,1,0,1,0,3,1,2,0,1,2,1,1,2,3,0,1,5,1,1,1,2,1,0,3,1,3,1,1,1,1,1,0,0,2,0,2
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,2,2,3,1,3,4,1,3,0,0,3,0,0,2,2,2,3,3,1,0,4,5,2,5,7,1,7,3,3,4,6,1,1,0,1,3,3,4,0,4,2,1,3,1,0,7,6,0,2,0,1,2,3
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galápagos,33042,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,1,0,0,2,1,0,0,0,3,0,1,1,1,0,1,2,1,0,0,0
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,0,1
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,1,0,0,0,6,1,1,2,1,1,3,0,3,7,13,10,9,4,4,2,2,4,2,4,1,0,1,2,0,2,3,2,2,1,0,2,1,2,3,1,2,0,1,1,1,1,2,0,3,0,0,1,0
Guayas,4387434,Balao,26348,-2.910000000000000,-79.81000000000000,0,1,3,4,0,3,1,1,0,1,0,0,0,9,11,10,12,7,2,5,2,3,0,0,0,3,0,2,0,2,3,2,0,1,0,1,3,0,1,0,2,0,2,0,2,2,2,0,0,2,0,1,3
Guayas,4387434,Balzar,60260,-1.360000000000000,-79.90000000000001,3,5,5,5,5,9,0,4,3,8,5,5,12,28,19,23,16,16,12,6,5,0,5,6,6,5,4,7,13,9,8,5,7,4,4,3,2,2,1,4,5,5,5,5,3,7,3,7,2,1,3,7,6
Guayas,4387434,Colimes,26169,-1.550000000000000,-80.01666700000000,1,0,5,0,2,2,1,0,0,3,1,4,3,9,2,4,9,3,1,2,5,3,3,1,3,3,3,2,4,3,6,1,2,3,1,3,0,0,1,1,3,1,0,3,1,0,2,2,2,2,2,4,1
Guayas,4387434,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,0,0,1,0,0,0,1,1,0,1,0,1,2,6,6,2,0,1,1,2,0,0,3,1,2,0,1,0,1,1,0,0,1,1,0,1,2,1,1,2,0,0,1,2,0,2,0,1,2,0,2,1,1
Guayas,4387434,Daule,173684,-1.866667000000000,-79.98333300000000,14,17,11,8,10,10,16,14,12,14,9,25,87,195,135,75,42,24,13,14,5,14,13,11,9,9,17,11,20,10,10,10,15,17,14,10,10,16,7,12,14,2,12,9,11,13,17,9,8,21,15,17,16
Guayas,4387434,Durán,315724,-2.166667000000000,-79.83333300000000,13,7,16,10,6,13,10,9,14,14,11,17,96,249,210,97,45,29,28,21,11,16,12,13,10,13,11,11,9,10,14,7,9,7,9,15,14,9,17,16,5,16,6,13,16,14,12,13,21,13,8,8,16
Guayas,4387434,El Triunfo,59636,-2.330000000000000,-79.40000000000001,5,5,5,4,2,1,5,0,6,2,4,7,6,19,27,14,13,8,4,2,6,2,2,5,2,2,3,4,4,5,5,10,5,5,3,3,2,3,5,1,3,3,3,3,3,4,3,2,2,3,2,7,7
Guayas,4387434,Empalme,86073,-1.046111000000000,-79.63361100000000,3,5,5,3,4,5,10,4,5,14,6,3,5,11,10,19,9,12,10,8,12,13,10,8,5,4,8,2,10,9,9,6,4,7,8,5,7,5,6,6,10,8,8,9,12,6,8,9,4,4,8,7,5
Guayas,4387434,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,0,0,2,0,1,1,1,2,0,1,1,1,0,2,6,3,1,1,3,1,3,3,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,6,1,2,1,0,0,4,2,0,1,0
Guayas,4387434,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,337,338,323,340,283,301,327,317,328,332,340,438,2039,4207,3251,1760,993,664,525,419,363,337,340,336,326,332,343,348,309,336,379,370,352,378,341,353,324,319,347,336,376,379,358,366,352,348,378,409,344,346,360,356,370
Guayas,4387434,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,1,1,0,2,2,3,1,2,1,1,2,0,7,10,12,8,7,2,3,2,0,1,1,1,1,0,0,1,2,0,0,0,0,0,2,2,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,3,1,0,2,1,0,2,0,4,0,1,2,12,28,26,27,11,8,4,2,2,0,2,2,1,1,1,3,2,4,1,0,1,0,2,2,2,0,0,1,1,0,3,1,1,6,3,1,0,2,2,4,1
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,13,28,33,16,14,16,20,22,23,30,21,37,103,204,158,94,70,51,44,17,26,30,21,16,16,11,22,21,24,23,25,21,21,23,28,24,17,26,25,24,24,21,31,15,18,18,25,38,19,27,27,30,27
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,4,10,4,14,6,2,4,9,5,5,6,6,2,7,20,23,22,12,12,9,5,5,3,3,5,2,4,4,1,8,7,4,7,6,5,3,5,3,5,0,3,11,5,8,3,5,2,1,5,7,0,8,8
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,5,4,7,2,2,2,4,0,3,3,2,2,5,13,19,20,13,9,7,6,5,3,1,3,3,5,5,5,6,4,5,4,3,6,3,6,6,3,1,1,4,5,5,4,6,5,5,4,3,3,3,3,1
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,0,1,1,2,1,1,2,0,3,1,1,5,10,23,19,10,6,2,1,1,0,2,2,0,1,3,2,1,2,3,3,1,1,1,2,2,2,1,1,3,3,0,1,0,1,2,0,3,2,2,1,1,1
